English,Marathi
Who's that?,ते कोण?
Who's that?,ती कोण?
Who's that?,तो कोण आहे?
Who's that?,ते कोण आहेत?
Wood burns.,लाकुड जळतं.
You decide.,तुम्हीच ठरवा.
You decide.,तूच ठरव.
You decide.,तुम्ही ठरवा.
You decide.,तू ठरव.
You may go.,तुम्ही जाऊ शकता.
You may go.,तू जाऊ शकतोस.
You may go.,तुम्ही निघू शकता.
You may go.,तू जाऊ शकतेस.
You've won.,तू जिंकला आहेस.
You've won.,तू जिंकली आहेस.
You've won.,तुम्ही जिंकला आहात.
Anyone home?,घरी कोणी आहे का?
Anyone hurt?,कोणाला लागलं का?
Are we done?,झालंय का?
Are you Tom?,तू टॉम आहेस का?
Are you Tom?,तुम्ही टॉम आहात का?
Are you Tom?,तू टॉम का?
Are you Tom?,तुम्ही टॉम का?
Are you new?,नवीन आहेस का?
Are you new?,तू नवीन आहेस का?
Are you new?,तुम्ही नवीन आहात का?
Be prepared.,तयार राहा!
Breathe out.,श्वास सोड.
Breathe out.,श्वास सोडा.
Come inside.,आत ये.
Come inside.,आत या.
Did Tom die?,टॉम मेला का?
Did Tom die?,टॉम वारला का?
Did Tom eat?,टॉमने खाल्लं का?
Did Tom win?,टॉम जिंकला का?
Don't argue.,भांडू नकोस.
Don't argue.,भांडू नका.
Don't argue.,भांडू नये.
Don't argue.,भांडण करू नका.
Don't argue.,भांडण करू नकोस.
Don't fight.,लढू नका.
Don't fight.,लढू नकोस.
Don't fight.,मारामारी करू नका.
Don't leave.,सोडू नकोस.
Don't leave.,सोडून जाऊ नकोस.
Don't leave.,सोडू नका.
Don't leave.,सोडून नका जाऊ.
Don't shout.,ओरडू नकोस.
Don't shout.,ओरडू नका.
Eat with us.,आमच्याबरोबर खा.
Fix the fan.,फॅन दुरुस्त कर.
Fix the fan.,फॅन दुरुस्त करा.
Fix the fan.,पंखा दुरुस्त कर.
Fix the fan.,पंखा दुरुस्त करा.
Forgive Tom.,टॉमला माफ कर.
Forgive Tom.,टॉमला माफ करा.
Get changed.,कपडे बदल.
Get changed.,कपडे बदला.
Get started.,सुरू करा.
Get started.,सुरू कर.
Get started.,सुरुवात करा.
Get started.,सुरुवात कर.
Go have fun.,"जा, मजा कर."
Go have fun.,जाऊन मजा कर.
Go help Tom.,जाऊन टॉमची मदत कर.
Go that way.,त्या वाटेने जा.
Have a seat.,बस.
Have a seat.,बसा.
He can come.,तो येऊ शकतो.
He can come.,ते येऊ शकतात.
He can read.,त्याला वाचता येतं.
He can read.,तो वाचू शकतो.
He found it.,त्याला सापडलं.
He found it.,त्यांना सापडलं.
He has wine.,त्याच्याकडे वाईन आहे.
He is happy.,तो खूश आहे.
He is happy.,ते खूश आहेत.
He is lying.,तो खोटं बोलतोय.
He is lying.,ते खोटं बोलताहेत.
He is young.,तो तरुण आहे.
He liked it.,त्याला आवडलं.
He liked it.,त्यांना आवडलं.
He resigned.,त्याने राजीनामा दिला.
He resigned.,त्यांनी राजीनामा दिला.
He stood up.,तो उभा झाला.
He stood up.,तो उभा राहिला.
He stood up.,ते उभे झाले.
He stood up.,ते उभे राहिले.
He's my son.,तो माझा मुलगा आहे.
"Hi, I'm Tom.","हाय, मी टॉम."
"Hi, I'm Tom.","हाय, मी टॉम आहे."
How are you?,कसा आहेस?
How are you?,कशी आहेस?
How are you?,तुम्ही कसे आहात?
How are you?,तुम्ही कश्या आहात?
How are you?,तू कसा आहेस?
How are you?,तू कशी आहेस?
How are you?,कसा आहेस तू?
How are you?,कशी आहेस तू?
How are you?,कसे आहात तुम्ही?
How are you?,कसे आहात?
How are you?,कश्या आहात तुम्ही?
How are you?,कश्या आहात?
How goes it?,कसं चाललंय?
How strange!,किती विचित्र!
I am coming.,मी येतोय.
I am taller.,मी जास्त उंच आहे.
I avoid Tom.,मी टॉमला टाळतो.
I avoid Tom.,मी टॉमला टाळते.
I came back.,मी परत आलो.
I came back.,मी परत आले.
I can dance.,मी नाचू शकतो.
I can dance.,मी नाचू शकते.
I can dance.,मला नाचता येतं.
I can do it.,मी करू शकतो.
I can do it.,मी करू शकते.
I can't fly.,मला उडता येत नाही.
I can't say.,सांगता येत नाही.
I can't say.,मला सांगता येत नाही.
I can't say.,मी सांगू शकत नाही.
I don't cry.,मी रडत नाही.
I don't eat.,मी खात नाही.
I drank tea.,मी चहा प्यायलो.
I drank tea.,मी चहा प्यायले.
I eat bread.,मी ब्रेड खातो.
I eat bread.,मी पाव खाते.
I eat bread.,मी ब्रेड खाते.
I eat bread.,मी पाव खातो.
I eat fruit.,मी फळं खातो.
I eat fruit.,मी फळं खाते.
I exercised.,मी व्यायाम केला.
I feel fine.,मला बरं वाटतंय.
I felt that.,मला जाणवलं ते.
I forgot it.,मी ते विसरलो.
I forgot it.,मी ते विसरले.
I had a cat.,माझ्याकडे एक मांजर होती.
I have eyes.,माझ्याकडे डोळे आहेत.
I have time.,माझ्याकडे वेळ आहे.
I have wine.,माझ्याकडे वाईन आहे.
I knew that.,ते मला माहीत होतं.
I know this.,मला हे माहीत आहे.
I left home.,मी घर सोडून गेलो.
I left home.,मी घर सोडून गेले.
I left home.,मी घरातून निघालो.
I left home.,मी घरातून निघाले.
I like beer.,मला बीअर आवडते.
I like both.,मला दोन्ही आवडतात.
I like cake.,मला केक आवडतो.
I like cats.,मला मांजरी आवडतात.
I like fish.,मला मासे आवडतात.
I like math.,मला गणित आवडतं.
I like rice.,मला भात आवडतो.
I like snow.,मला बर्फ आवडतो.
I like that.,मला तो आवडतो.
I like that.,मला ते आवडतं.
I like that.,मला ती आवडते.
I like this.,मला हे आवडतं.
I like this.,मला हे आवडलं.
I made that.,ते मी बनवलं.
I made that.,मी बनवलं ते.
I need time.,मला वेळेची गरज आहे.
I never cry.,मी कधीच रडत नाही.
I saved you.,मी तुला वाचवलं.
I saved you.,मी तुम्हाला वाचवलं.
I smell gas.,मला गॅसचा वास येतोय.
I trust Tom.,माझा टॉमवर विश्वास आहे.
I want more.,मला अजून हवंय.
I want more.,मला अजून हवं आहे.
I want them.,मला ते हवे आहेत.
I want them.,मला त्या हव्या आहेत.
I want them.,मला ती हवी आहेत.
I want this.,मला हे हवं आहे.
I want this.,मला हे पाहिजे.
I want time.,मला वेळ हवाय.
I was alone.,मी एकटा होतो.
I was alone.,मी एकटी होते.
I was naked.,मी नग्न होतो.
I was naked.,मी नग्न होते.
I was naked.,मी नागडा होतो.
I was naked.,मी नागडी होते.
I was stuck.,मी अडकलेलो.
I was stuck.,मी अडकलेले.
I was tired.,मी थकलेलो.
I was tired.,मी थकलेले.
"I went, too.",मी पण गेलो.
"I went, too.",मी पण गेले.
I won't lie.,मी खोटं बोलणार नाही.
I'll buy it.,मी विकत घेईन.
I'll cancel.,मी रद्द करेन.
